id_processo;numero;pasta;status_label;area;instancia_label;uf;comarca;tribunal_sigla;tribunal_nome;vinculo;nome_contrario;titulo_acao;valor_causa;data_cadastro;data_distribuicao;data_encerramento;fase_atual;advogado;entrou_no_dashboard
12535931;474/2024;17858;Baixado;Tributário;1º Grau;;;;;Autor;ESTADO DE SANTA CATARINA;Pedido de restituição - referente ao processo nº. 0308274-73.2016.8.24.0033;0;2024-10-30;;2025-03-26;;KIM AUGUSTO ZANONI;sim
11243561;5018417-31.2024.8.24.0033;16893;Arquivado Definitivo;Tributário;1º Grau;SC;Itajaí;TJSC;TJSC - Tribunal de Justiça do Estado de Santa Catarina;Reclamada;MUNICÍPIO DE ITAJAÍ;;0;2024-07-22;2024-07-02;;;KIM AUGUSTO ZANONI;sim
11224309;1500282;16711;Ativo;Tributário;Superiores;DF;Brasília;;;;UNIÃO FAZENDA NACIONAL;ARE 1500282;0;2024-07-01;2024-06-24;;;KIM AUGUSTO ZANONI;sim
11177036;5034845-90.2024.8.24.0000;16624;Ativo;Cível;2º Grau;SC;Florianópolis;TJSC;TJSC - Tribunal de Justiça do Estado de Santa Catarina;Agravado;SWISS RE CORPORATE SOLUTIONS BRASIL SEGUROS S.A;Agravo de Instrumento;10;2024-06-17;2024-06-12;;;MAIKO ROBERTO MAIER;sim
11154814;5014205-64.2024.8.24.0033;16555;Ativo;Tributário;1º Grau;SC;Itajaí;TJSC;TJSC - Tribunal de Justiça do Estado de Santa Catarina;Reclamada;MUNICÍPIO DE ITAJAÍ;Reclamação Pré-Processual;0;2024-06-10;2024-05-24;;;KIM AUGUSTO ZANONI;sim
6034114;5142425-81.2022.8.24.0023;13967;Ativo;Tributário;1º Grau;SC;Florianópolis;TJSC;TJSC - Tribunal de Justiça do Estado de Santa Catarina;Executado;MUNICÍPIO DE ITAJAÍ;Execução Fiscal;1547293.62;2023-06-22;2022-12-28;;;KIM AUGUSTO ZANONI;sim
5724263;2264919;13078;Ativo;Tributário;Superiores;;;;;Agravante;UNIÃO FAZENDA NACIONAL;AREsp 2264919/SC (2022/0388754-0) ;0;2022-12-21;;;;KIM AUGUSTO ZANONI;sim
5547165;2270000035830;12560;Ativo;Tributário;1º Grau;SC;Itajaí;;;Notificado;SECRETARIA DE ESTADO DA FAZENDA;PAF Nº 2200000109572;271585.63;2022-10-05;;;;KIM AUGUSTO ZANONI;sim
5547157;5033827-33.2022.8.24.0023;12559;Ativo;Tributário;1º Grau;SC;;TJSC;TJSC - Tribunal de Justiça do Estado de Santa Catarina;Executado;MUNICÍPIO DE ITAJAÍ;;47901.01;2022-10-05;;;;KIM AUGUSTO ZANONI;sim
2477075;67.020;10949;Ativo;;1º Grau;SC;Itajaí;;;Notificado;CELESTE BONA NETO;Procedimento administrativo de retificação de área;0;2022-01-07;;;;PEDRO HENRIQUE ALMEIDA DA SILVA;sim
