id_processo;numero;pasta;status_label;area;instancia_label;uf;comarca;tribunal_sigla;tribunal_nome;vinculo;nome_contrario;titulo_acao;valor_causa;data_cadastro;data_distribuicao;data_encerramento;fase_atual;advogado;entrou_no_dashboard
16323825;5066574-66.2026.8.24.0000;;Ativo;Cível;2º Grau;SC;;;;;BANCO PINE S/A;;0;2026-07-17;;;;;sim
16120991;5003240-62.2026.8.24.0031;;Ativo;Bancário;1º Grau;SC;;;;;BANCO PINE S.A;;1621;2026-06-09;;;;;sim
