id_processo;numero;pasta;status_label;area;instancia_label;uf;comarca;tribunal_sigla;tribunal_nome;vinculo;nome_contrario;titulo_acao;valor_causa;data_cadastro;data_distribuicao;data_encerramento;fase_atual;advogado;entrou_no_dashboard
15724941;5042105-07.2024.8.24.0038;;Ativo;Cível;1º Grau;SC;;;;;ARQUIDIOCESE DE JOINVILLE;;1494849.79;2026-04-08;;;;;sim
14956748;5080882-48.2020.8.24.0023;;Ativo;Tributário;1º Grau;SC;;;;;MUNICÍPIO DE JOINVILLE;;42343.65;2025-11-28;;;;;sim
